"gdlcode";"continent";"iso_code";"sup";"lon";"lat";"country";"year";"region";"idh";"idh_vie";"idh_rev";"idh_edu";"edu_esp";"edu_moy";"esp_vie";"pib_hab";"pop"
"AGOr217";"Africa";"AGO";78148;20,6656811572979;-10,1822289937068;"Angola";2002;" Lunda Sul";0,334;0,466;0,436;0,184;5,9;0,6;50,3;1790;463
"AGOr218";"Africa";"AGO";34411;13,8859145839908;-8,95129295534858;"Angola";2002;" Bengo";0,35;0,38;0,528;0,214;5;2,2;44,7;3300;567
"BDIr101";"Africa";"BDI";6838;30,0614560767691;-2,77503147150368;"Burundi";2002;"North (Kayanza, Kirundo, Muyinga, Ngozi)";0,297;0,44;0,317;0,188;4,3;2,1;48,6;810;2188
"BDIr102";"Africa";"BDI";5702;29,6060893477705;-4,02291567724373;"Burundi";2002;"South (Bururi, Makamba)";0,32;0,497;0,319;0,208;5,6;1,6;52,3;820;1073
"BDIr103";"Africa";"BDI";6105;30,2956192232168;-3,50777695863957;"Burundi";2002;"East (Cankuzo, Rutana, Ruyigi )";0,296;0,473;0,303;0,181;4,4;1,8;50,7;740;469
"BDIr104";"Africa";"BDI";3554;29,3581445807744;-3,17257818431959;"Burundi";2002;"West (Bubanza, Buja Rural, Cibitoke, Mairie de Bujumbura)";0,337;0,465;0,34;0,242;5,9;2,4;50,2;950;1455
"BDIr105";"Africa";"BDI";4138;29,8978269892514;-3,33905657659148;"Burundi";2002;"Middle (Gitega, Karuzi, Muramvya, Mwaro)";0,32;0,467;0,314;0,224;5,2;2,4;50,4;800;1463
"BENr101";"Africa";"BEN";31434;1,65064989805272;10,2244767490489;"Benin";2002;"Atacora (incl Donga)";0,359;0,543;0,432;0,197;5,8;1,1;55,3;1740;962
"BENr102";"Africa";"BEN";3102;2,23525231214801;6,61821066713491;"Benin";2002;"Atlantique (incl Littoral (Cotonou))";0,533;0,621;0,563;0,433;9,7;4,9;60,3;4160;1543
"BENr103";"Africa";"BEN";53145;2,83733697974324;10,5745683457902;"Benin";2002;"Borgou (incl Alibori)";0,381;0,547;0,463;0,218;6;1,5;55,6;2150;1276
"BENr104";"Africa";"BEN";4168;1,81498355437521;6,80595056947187;"Benin";2002;"Mono (incl Couffo)";0,419;0,581;0,443;0,286;8,5;1,5;57,7;1880;909
"BENr105";"Africa";"BEN";4456;2,60824847277272;7,00673857441535;"Benin";2002;"Queme (incl Plateau)";0,443;0,57;0,5;0,305;7,9;2,6;57,1;2740;1261
"BENr106";"Africa";"BEN";19539;2,18048920330466;7,90787312291008;"Benin";2002;"Zou (incl Collines)";0,399;0,54;0,461;0,256;7;1,9;55,1;2120;1481
"BFAr101";"Africa";"BFA";35803;-3,5213014483214;12,5526390348975;"Burkina Faso";2002;"Boucle de Mouhoun";0,262;0,488;0,362;0,102;2,8;0,7;51,7;1100;1104
"BFAr102";"Africa";"BFA";18350;-4,56519357366374;10,3467449908891;"Burkina Faso";2002;"Cascades";0,307;0,467;0,405;0,153;3,8;1,4;50,3;1460;402
"BFAr103";"Africa";"BFA";2616;-1,52319097927571;12,3471226234895;"Burkina Faso";2002;"Centre (incl Ouagadougou)";0,503;0,561;0,514;0,44;8,9;5,8;56,4;3000;1329
"BFAr104";"Africa";"BFA";14569;-0,189667926352958;11,6433946479546;"Burkina Faso";2002;"Centre-Est";0,3;0,503;0,385;0,139;3,8;1;52,7;1280;1061
"BFAr105";"Africa";"BFA";19379;-0,963903647321775;13,2589297924121;"Burkina Faso";2002;"Centre-Nord";0,254;0,478;0,362;0,094;2,7;0,6;51,1;1100;1152
"BFAr106";"Africa";"BFA";23533;-2,20355014560326;11,8161152557427;"Burkina Faso";2002;"Centre-Ouest";0,283;0,468;0,38;0,128;3,5;0,9;50,4;1240;986
"BFAr107";"Africa";"BFA";11113;-1,14788947609923;11,5697648008105;"Burkina Faso";2002;"Centre-Sud";0,281;0,534;0,381;0,109;3,1;0,7;54,7;1250;734
"BFAr108";"Africa";"BFA";46679;0,911226210941738;12,2281063149236;"Burkina Faso";2002;"Est";0,204;0,492;0,348;0,049;1,4;0,3;52;1000;1044
"BFAr109";"Africa";"BFA";26141;-4,34312875448503;11,3579497748772;"Burkina Faso";2002;"Hauts Bassins";0,334;0,484;0,422;0,183;4,3;1,9;51,5;1630;1525
"BFAr110";"Africa";"BFA";16899;-2,26583883257219;13,451079172196;"Burkina Faso";2002;"Nord";0,254;0,458;0,369;0,097;2,7;0,7;49,8;1150;1221
"BFAr111";"Africa";"BFA";7351;-1,10069470252208;12,4274817042343;"Burkina Faso";2002;"Plateau Central";0,259;0,515;0,366;0,093;2,8;0,4;53,5;1130;700
"BFAr112";"Africa";"BFA";37073;-0,456590619584086;14,1474212319667;"Burkina Faso";2002;"Sahel";0,2;0,448;0,334;0,053;1,5;0,4;49,1;910;791
"BFAr113";"Africa";"BFA";15699;-3,25799805336118;10,4959628539893;"Burkina Faso";2002;"Sud-Ouest";0,253;0,487;0,347;0,096;2,5;0,8;51,7;1000;583
"BWAr101";"Africa";"BWA";147673;26,2681522185146;-21,5223996915422;"Botswana";2002;"Central";0,552;0,454;0,682;0,544;11,4;6,8;49,5;9130;599
"BWAr102";"Africa";"BWA";114900;22,5986959422437;-22,2976724729521;"Botswana";2002;"Ghanzi";0,522;0,476;0,666;0,45;9,4;5,7;50,9;8220;35
"BWAr103";"Africa";"BWA";106215;21,7435016619939;-24,8658033026744;"Botswana";2002;"Kgalagadi";0,522;0,408;0,668;0,521;11,1;6,4;46,5;8350;45
"BWAr104";"Africa";"BWA";7895;26,3658963525209;-24,1590373264148;"Botswana";2002;"Kgatleng";0,598;0,515;0,72;0,578;12;7,4;53,5;11720;81
"BWAr105";"Africa";"BWA";37272;24,701607754366;-23,8689275611697;"Botswana";2002;"Kweneng";0,563;0,479;0,681;0,546;11,6;6,8;51,2;9100;250
"BWAr106";"Africa";"BWA";5082;27,5499646697967;-20,9962211728669;"Botswana";2002;"North-East";0,621;0,507;0,733;0,645;11,8;9,5;53;12840;141
"BWAr107";"Africa";"BWA";111146;22,762618707497;-19,6108252379134;"Botswana";2002;"North-West, Ngamiland";0,521;0,427;0,65;0,512;11,1;6,1;47,7;7370;132
"BWAr108";"Africa";"BWA";1865;25,8454686127233;-24,8609585084417;"Botswana";2002;"South-East";0,661;0,505;0,781;0,733;12,3;11,8;52,8;17650;293
"BWAr109";"Africa";"BWA";27822;24,4688178226502;-24,9282521488823;"Botswana";2002;"Southern";0,552;0,466;0,683;0,527;11,4;6,3;50,3;9200;202
"BWAr110";"Africa";"BWA";20317;24,8046173993789;-18,5315579142397;"Botswana";2002;"Chobe";0,591;0,474;0,711;0,612;11,2;9;50,8;11060;17
"CAFr101";"Africa";"CAF";85409;18,4586187288422;5,50165402317756;"Central African Republic CAR";2002;"RS I (Ombella Mpoko, Lobaye, Kemo, Nana Grebizi, Ouaka)";0,322;0,381;0,359;0,243;5,4;2,8;44,8;1080;783
"CAFr102";"Africa";"CAF";75948;15,8131858628205;4,7110315628184;"Central African Republic CAR";2002;"RS II (Mambera Kadei, Nana Mambere, Sangha Mbaere)";0,289;0,375;0,359;0,18;3,9;2,1;44,4;1080;807
"CAFr103";"Africa";"CAF";86536;17,2295855486731;6,85440963409152;"Central African Republic CAR";2002;"RS III (Ouham Pende, Ouham)";0,281;0,38;0,351;0,166;4;1,6;44,7;1020;723
"CAFr104";"Africa";"CAF";242552;21,8179212211532;7,86513098585112;"Central African Republic CAR";2002;"RS IV (Haute-Kotto, Baminigui Bangoran, Vakaga)";0,304;0,398;0,353;0,201;4,4;2,3;45,9;1030;393
"CAFr105";"Africa";"CAF";134754;24,0713679462002;5,77042525203333;"Central African Republic CAR";2002;"RS V (Basse Kotto, Mbornou, Houte Mbormou)";0,272;0,375;0,34;0,157;3,6;1,7;44,4;950;460
"CAFr106";"Africa";"CAF";52;18,6022345898038;4,36932307234241;"Central African Republic CAR";2002;"Bangui";0,439;0,473;0,454;0,395;7,7;5,4;50,7;2020;764
"CIVr101";"Africa";"CIV";2257;-4,05344026454906;5,4159158291866;"Cote d'Ivoire";2002;"Abidjan";0,581;0,543;0,582;0,622;8,6;11,5;55,3;4710;3757
"CIVr102";"Africa";"CIV";1262;-5,29102794197064;6,79808418604055;"Cote d'Ivoire";2002;"Yamoussoukro";0,636;0,659;0,607;0,643;10,7;10,4;62,9;5560;154
"CIVr103";"Africa";"CIV";28230;-6,66869583555124;5,3645901997547;"Cote d'Ivoire";2002;"Bas Sassandra";0,429;0,502;0,483;0,325;5,6;5,1;52,6;2450;729
"CIVr104";"Africa";"CIV";14783;-3,3062599701413;6,05706290203258;"Cote d'Ivoire";2002;"Comoe";0,415;0,477;0,488;0,306;5,8;4,3;51;2520;1031
"CIVr105";"Africa";"CIV";21212;-7,37495906762145;9,66096006957621;"Cote d'Ivoire";2002;"Denguele";0,353;0,43;0,52;0,196;4,3;2,3;47,9;3130;525
"CIVr106";"Africa";"CIV";16404;-5,61187059203676;5,9836514303413;"Cote d'Ivoire";2002;"Goh-Djiboua";0,448;0,486;0,453;0,409;7,7;5,8;51,6;2010;944
"CIVr107";"Africa";"CIV";27252;-4,44098482687861;7,07226947173744;"Cote d'Ivoire";2002;"Lacs";0,418;0,51;0,467;0,306;6,4;3,9;53,2;2200;1513
"CIVr108";"Africa";"CIV";19671;-4,32392473960859;5,84479364978326;"Cote d'Ivoire";2002;"Lagunes";0,479;0,481;0,489;0,466;8,2;7,1;51,3;2550;1410
"CIVr109";"Africa";"CIV";29734;-7,64504912052417;6,92681224643414;"Cote d'Ivoire";2002;"Montagnes";0,4;0,442;0,437;0,332;6,5;4,6;48,7;1810;1880
"CIVr110";"Africa";"CIV";24006;-6,33121448969502;7,07645692813713;"Cote d'Ivoire";2002;"Sassandra-Marahoue";0,427;0,507;0,452;0,339;6,4;4,9;53;2000;2224
"CIVr111";"Africa";"CIV";39189;-5,54880539945517;9,56141217480057;"Cote d'Ivoire";2002;"Savanes";0,423;0,504;0,477;0,314;6,2;4,3;52,7;2350;864
"CIVr112";"Africa";"CIV";26631;-4,92449386563045;8,27264705268036;"Cote d'Ivoire";2002;"Vallee du Bandama";0,465;0,475;0,5;0,423;8,6;5,6;50,9;2740;716
"CIVr113";"Africa";"CIV";31687;-6,71867999073598;8,36370935758779;"Cote d'Ivoire";2002;"Woroba";0,243;0,418;0,408;0,084;1,8;1;47,2;1490;791
"CIVr114";"Africa";"CIV";38997;-3,34524308461416;8,68186048223421;"Cote d'Ivoire";2002;"Zanzan";0,348;0,436;0,449;0,216;4,4;2,8;48,3;1960;1149
"CMRr101";"Africa";"CMR";64403;13,1196183034945;6,85786009159105;"Cameroon";2002;"Adamaoua";0,399;0,511;0,496;0,25;6,8;1,8;53,2;2660;676
"CMRr102";"Africa";"CMR";69053;11,8328034334307;4,67212889246272;"Cameroon";2002;"Centre (incl Yaounde)";0,507;0,553;0,552;0,426;9,9;4,5;56;3860;2762
"CMRr103";"Africa";"CMR";110321;14,2106207797034;3,79230890498004;"Cameroon";2002;"Est";0,421;0,48;0,47;0,332;8,4;2,9;51,2;2240;928
"CMRr104";"Africa";"CMR";35860;14,5301110879898;11,0759634754467;"Cameroon";2002;"Extreme Nord";0,325;0,464;0,44;0,168;5,1;0,8;50,2;1840;2803
"CMRr105";"Africa";"CMR";20343;10,1254389505046;4,22521357500154;"Cameroon";2002;"Littoral (incl Douala)";0,541;0,598;0,588;0,45;10,3;4,9;58,9;4910;2021
"CMRr106";"Africa";"CMR";65386;13,9337719240428;8,48195809648703;"Cameroon";2002;"Nord";0,338;0,453;0,453;0,189;5,5;1;49,4;2010;1498
"CMRr107";"Africa";"CMR";17544;10,3993475924581;6,34207642440242;"Cameroon";2002;"Nord Ouest";0,474;0,6;0,488;0,365;9,3;3,2;59;2530;1758
"CMRr108";"Africa";"CMR";13747;10,6410673012093;5,45338373341339;"Cameroon";2002;"Ouest";0,484;0,573;0,514;0,385;10,1;3,1;57,2;3010;1689
"CMRr109";"Africa";"CMR";46809;11,5909588074789;2,74245152759662;"Cameroon";2002;"Sud";0,471;0,513;0,5;0,407;9,9;4;53,3;2740;665
"CMRr110";"Africa";"CMR";25572;9,306647464113;5,21916624926578;"Cameroon";2002;"Sud Ouest";0,489;0,533;0,536;0,409;9,4;4,4;54,6;3470;1115
"CODr101";"Africa";"COD";9662;15,9199331992659;-4,45134630668089;"Congo Democratic Republic";2002;"Kinshasa";0,506;0,58;0,423;0,53;8,8;8,5;57,7;1640;6748
"CODr102";"Africa";"COD";54148;14,3235846776134;-5,2950805432858;"Congo Democratic Republic";2002;"Bas-Congo";0,365;0,465;0,286;0,367;7,1;5,1;50,2;670;2058
"CODr103";"Africa";"COD";298632;18,3570988511032;-4,3800933031774;"Congo Democratic Republic";2002;"Bandundu";0,356;0,499;0,251;0,36;6,9;5,1;52,4;530;7326
"CODr104";"Africa";"COD";398635;20,573895026365;1,05647770489443;"Congo Democratic Republic";2002;"Equateur";0,345;0,484;0,247;0,343;7,1;4,4;51,4;510;6713
"CODr105";"Africa";"COD";508550;26,3454839432549;2,08584484393522;"Congo Democratic Republic";2002;"Orientale";0,323;0,47;0,258;0,279;5,9;3,5;50,6;550;6117
"CODr106";"Africa";"COD";59347;28,7260253607546;-0,601768642728454;"Congo Democratic Republic";2002;"Nord-Kivu";0,34;0,578;0,273;0,249;5,5;2,9;57,6;610;1947
"CODr107";"Africa";"COD";63715;28,2914085965536;-3,209729638827;"Congo Democratic Republic";2002;"Sud-Kivu";0,36;0,464;0,299;0,338;7;4,3;50,2;720;2361
"CODr108";"Africa";"COD";129969;26,4444839276915;-3,08123266608557;"Congo Democratic Republic";2002;"Maniema";0,358;0,439;0,274;0,38;8;4,7;48,5;610;1698
"CODr109";"Africa";"COD";487626;26,4174986267217;-8,73670399674505;"Congo Democratic Republic";2002;"Katanga";0,393;0,499;0,308;0,394;7,4;5,7;52,5;770;5435
"CODr110";"Africa";"COD";172830;23,9356748762204;-4,49270651609712;"Congo Democratic Republic";2002;"Kasai Oriental";0,388;0,511;0,299;0,382;7,3;5,3;53,2;720;6266
"CODr111";"Africa";"COD";154048;21,6203335142853;-5,42618011988134;"Congo Democratic Republic";2002;"Kasai Occidental";0,347;0,494;0,247;0,342;6,3;5;52,1;510;4995
"COGr201";"Africa";"COG";13766;11,9546563723167;-4,24587345230927;"Congo Brazzaville";2002;" Kouilou";0,44;0,527;0,453;0,357;7,1;4,8;54,3;2000;135
"COGr202";"Africa";"COG";24471;12,5086736572388;-3,11076818237454;"Congo Brazzaville";2002;" Niari";0,487;0,609;0,455;0,418;8,1;5,8;59,6;2030;332
"COGr203";"Africa";"COG";21233;13,5080322520886;-3,10333846750967;"Congo Brazzaville";2002;" Lekoumou";0,441;0,47;0,46;0,396;7,8;5,4;50,6;2100;111
"COGr204";"Africa";"COG";13635;13,5777854812981;-4,10710465391769;"Congo Brazzaville";2002;" Bouenza";0,464;0,48;0,477;0,436;8,5;6;51,2;2350;384
"COGr205";"Africa";"COG";35376;15,0488464937786;-3,67731554878405;"Congo Brazzaville";2002;" Pool";0,453;0,546;0,431;0,396;8;5,2;55,5;1740;177
"COGr206";"Africa";"COG";40113;15,3834214258329;-2,0963748710894;"Congo Brazzaville";2002;" Plateaux";0,452;0,504;0,445;0,411;8,2;5,5;52,7;1900;180
"COGr207";"Africa";"COG";45133;16,0186271676554;-0,582548081631538;"Congo Brazzaville";2002;" Cuvette";0,474;0,526;0,442;0,46;9,1;6,2;54,2;1860;137
"COGr208";"Africa";"COG";24407;14,6416272260155;0,0603918066878399;"Congo Brazzaville";2002;" Cuvette Ouest";0,474;0,522;0,452;0,45;8,8;6,1;53,9;2000;85
"COGr209";"Africa";"COG";57721;15,3931359363225;1,37719308196239;"Congo Brazzaville";2002;" Sangha";0,434;0,437;0,483;0,388;7,1;5,7;48,4;2440;48
"COGr210";"Africa";"COG";66375;17,4526602125745;1,93291277999698;"Congo Brazzaville";2002;" Likouala";0,5;0,535;0,486;0,482;8,7;7,2;54,8;2490;172
"COGr211";"Africa";"COG";61;15,2750068212255;-4,27233028045637;"Congo Brazzaville";2002;" Brazzaville";0,581;0,563;0,607;0,573;9,5;9,2;56,6;5570;1060
"COGr212";"Africa";"COG";28;11,8743783553118;-4,79126850801876;"Congo Brazzaville";2002;" Pointe Noire";0,564;0,574;0,592;0,529;8,9;8,4;57,3;5030;511
"COMr101";"Africa";"COM";649;43,3886484366798;-11,7117347230353;"Comoros";2002;"Grande Comore (Ngazidja)";0,492;0,605;0,522;0,376;9,6;3,3;59,4;3170;282
"COMr102";"Africa";"COM";139;43,727624542581;-12,3344155656306;"Comoros";2002;"Moheli";0,456;0,561;0,484;0,349;8,7;3,2;56,5;2470;37
"COMr103";"Africa";"COM";348;44,4348437013121;-12,2158941249592;"Comoros";2002;"Anjouan (Ndzouani)";0,448;0,602;0,492;0,304;7,8;2,7;59,1;2600;240
"CPVr101";"Africa";"CPV";392;-25,2055319026508;17,0230729129431;"Cape Verde";2002;"S.Antao";0,589;0,78;0,571;0,458;10,5;5;70,7;4390;52
"CPVr102";"Africa";"CPV";138;-24,955513967022;16,8541413729977;"Cape Verde";2002;"S.Vicente";0,629;0,78;0,611;0,523;11,9;5,7;70,7;5700;92
"CPVr103";"Africa";"CPV";644;-23,6577765384502;15,0982308204037;"Cape Verde";2002;"Santiago-Interior";0,554;0,78;0,548;0,398;9,1;4,4;70,7;3760;134
"CPVr104";"Africa";"CPV";54;-23,5338756838799;14,9508949810977;"Cape Verde";2002;"Santiago- Praia";0,639;0,78;0,604;0,555;12,7;6,1;70,7;5460;155
"CPVr105";"Africa";"CPV";176;-24,395876804162;14,9097848116421;"Cape Verde";2002;"Fogo";0,612;0,78;0,578;0,509;11,6;5,6;70,7;4580;41
"CPVr106";"Africa";"CPV";155;-24,323553460385;16,5775607397858;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"DJIr101";"Africa";"DJI";105;43,0791265086464;11,5764345732086;"Djibouti";2002;"Djibouti";0,352;0,557;0,448;0,174;3,6;2,2;56,2;1940;666
"DJIr102";"Africa";"DJI";20873;42,5556754023646;11,7157436060805;"Djibouti";2002;"Other Districts";0,313;0,661;0,357;0,13;3,4;1,1;62,9;1060;123
"DZAr101";"Africa";"DZA";29662;2,80912561984951;36,2635463693982;"Algeria";2002;"Nord Centre (Alger, Blida, Boumerdes, Tipaza, Bouira, Medea, Tizi-Ouzou, Bejaia, Chlef, Ain Defla)";0,695;0,805;0,697;0,598;12,5;7,5;72,4;10100;9985
"DZAr102";"Africa";"DZA";24923;7,1493564607117;36,5027969687839;"Algeria";2002;"Nord Est (Annaba, Constantine, Skikda, Jijel, Mila, Souk Ahras, El Tarf, Guelma)";0,672;0,805;0,67;0,562;11,7;7,2;72,3;8420;4821
"DZAr103";"Africa";"DZA";36007;-0,429836722421682;35,1604105408809;"Algeria";2002;"Nord Ouest (Oran, Tlemcen, Mostaganem, Ain Temouchent, Relizane, Sidi Bel Abbes, Mascara)";0,646;0,776;0,675;0,516;10,9;6,4;70,4;8700;5651
"DZAr104";"Africa";"DZA";78005;3,4741098660094;34,3297360481902;"Algeria";2002;"Hauts Plateaux Centre (Djelfa, Laghouat, MSila)";0,633;0,761;0,669;0,499;11,5;5,4;69,5;8400;2478
"DZAr105";"Africa";"DZA";55215;6,53004687475646;35,5182412287803;"Algeria";2002;"Hauts Plateaux Est (Setif, Batna, Khenchela, Bordj Bou Arreridj, Oum El Bouaghi, Tebessa)";0,661;0,797;0,671;0,541;12,2;6;71,8;8520;4449
"DZAr106";"Africa";"DZA";131420;0,630631919711216;33,2923904608816;"Algeria";2002;"Hauts Plateaux Ouest (Tiaret, Saida, Tissemsilt, Naama, El Bayadh)";0,646;0,781;0,665;0,519;11,6;5,9;70,8;8190;1741
"DZAr107";"Africa";"DZA";1958818;2,6958018085118;26,8734427238902;"Algeria";2002;"Sud (Bechar, Tindouf, Adrar, Ghardaia, Biskra, El Oued, Ouargla, Tamanrasset,Illizi)";0,659;0,757;0,68;0,556;12;6,7;69,2;9020;2500
"EGYr101";"Africa";"EGY";2744;31,5857260812798;29,9634082383429;"Egypt";2002;"Cairo";0,719;0,804;0,709;0,651;12,5;9,1;72,3;10940;8226
"EGYr102";"Africa";"EGY";2528;29,742666302817;30,7930584032843;"Egypt";2002;"Alexandria";0,691;0,778;0,703;0,603;11,6;8,4;70,6;10470;4339
"EGYr103";"Africa";"EGY";1472;32,2373521627277;31,1190188496038;"Egypt";2002;"Port Said";0,732;0,832;0,721;0,655;12,8;9;74,1;11820;611
"EGYr104";"Africa";"EGY";9223;32,2421445773685;29,6927105346589;"Egypt";2002;"Suez";0,701;0,803;0,717;0,597;11,7;8,2;72,2;11540;550
"EGYr105";"Africa";"EGY";70;31,864295100392;31,3885323157287;"Egypt";2002;"Damietta";0,65;0,79;0,685;0,506;11,1;6;71,4;9300;954
"EGYr106";"Africa";"EGY";4229;31,548381826589;31,1163117830468;"Egypt";2002;"Dakahlia";0,647;0,783;0,678;0,51;11,3;5,9;70,9;8900;5189
"EGYr107";"Africa";"EGY";4596;31,7777647471679;30,6746309067852;"Egypt";2002;"Sharkia";0,624;0,76;0,647;0,494;10,9;5,8;69,4;7260;5094
"EGYr108";"Africa";"EGY";1515;31,3236323947517;30,3232239671461;"Egypt";2002;"Kalyubia";0,644;0,747;0,677;0,529;10,7;6,9;68,5;8820;4005
"EGYr109";"Africa";"EGY";3965;30,9062996575347;31,335730453911;"Egypt";2002;"Kafr El-Sheikh";0,625;0,776;0,657;0,479;11,1;5,1;70,5;7720;2671
"EGYr110";"Africa";"EGY";2247;31,0272920357976;30,8601225427849;"Egypt";2002;"Gharbia";0,668;0,783;0,678;0,561;11,9;6,9;70,9;8890;4646
"EGYr111";"Africa";"EGY";1993;30,954942417448;30,4379241042188;"Egypt";2002;"Menoufia";0,651;0,776;0,657;0,541;11,4;6,7;70,4;7750;3245
"EGYr112";"Africa";"EGY";11726;30,2886401612633;30,6339636070024;"Egypt";2002;"Behera";0,607;0,785;0,643;0,444;10,2;4,8;71;7070;4586
"EGYr113";"Africa";"EGY";5749;32,372772901137;30,5194417152687;"Egypt";2002;"Ismailia";0,676;0,779;0,694;0,572;11,6;7,5;70,6;9900;741
"EGYr114";"Africa";"EGY";36966;29,5056329173759;28,8542165009206;"Egypt";2002;"Giza";0,656;0,76;0,683;0,544;11;7,1;69,4;9200;6884
"EGYr115";"Africa";"EGY";10935;31,0720175172644;28,8244735401223;"Egypt";2002;"Beni Suef";0,552;0,718;0,595;0,394;8,8;4,5;66,6;5140;2178
"EGYr116";"Africa";"EGY";5163;30,5554115660589;29,2965378723002;"Egypt";2002;"Fayoum";0,559;0,741;0,6;0,392;9,3;4;68,2;5310;2462
"EGYr117";"Africa";"EGY";31286;30,5952996368851;28,0883217533065;"Egypt";2002;"Menya";0,552;0,686;0,582;0,422;9,8;4,5;64,6;4720;4204
"EGYr118";"Africa";"EGY";16294;31,6035353194062;27,316768859093;"Egypt";2002;"Assuit";0,566;0,697;0,619;0,422;9,4;4,8;65,3;6010;3928
"EGYr119";"Africa";"EGY";9584;32,1421252272986;26,6630710665951;"Egypt";2002;"Souhag";0,564;0,685;0,614;0,426;10,3;4,2;64,5;5830;4279
"EGYr120";"Africa";"EGY";13930;32,9252037289596;25,9670721048874;"Egypt";2002;"Qena";0,579;0,675;0,625;0,46;10,8;4,8;63,9;6280;3537
"EGYr121";"Africa";"EGY";61470;32,5973364936652;23,3478777463232;"Egypt";2002;"Aswan";0,627;0,708;0,661;0,526;11,1;6,6;66;7930;1117
"EGYr122";"Africa";"EGY";748462;29,2793864830357;26,277443895831;"Egypt";2002;"Frontier governorates (Red Sea, New Valley, Matroh, North Sainai, South Sainai)";0,642;0,786;0,662;0,509;10,2;6,7;71,1;8030;947
"ERIr101";"Africa";"ERI";23627;41,7571827454458;13,5889981104868;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr102";"Africa";"ERI";1008;38,853884102379;15,3722055059048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr103";"Africa";"ERI";33823;39,0249071010686;16,1412642401585;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr104";"Africa";"ERI";20800;37,7405266234465;16,4603351305498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr105";"Africa";"ERI";33164;37,4195013484591;15,1837565316528;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ERIr106";"Africa";"ERI";9091;38,9604641322654;14,8032826908714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ETHr101";"Africa";"ETH";52865;38,4445227646804;13,7674483228343;"Ethiopia";2002;"Tigray";0,314;0,514;0,309;0,195;5,6;1,2;53,4;780;4565
