"gdlcode";"continent";"iso_code";"sup";"lon";"lat";"country";"year";"region";"idh";"idh_vie";"idh_rev";"idh_edu";"edu_esp";"edu_moy";"esp_vie";"pib_hab";"pop"
"MWIr101";"Africa";"MWI";1896;34,9603693955227;-15,6777201798909;"Malawi";2012;"Blantyre";0,549;0,62;0,459;0,581;12;7,4;60,3;2090;1152
"MWIr102";"Africa";"MWI";9253;33,4092938236859;-12,9642043868661;"Malawi";2012;"Kasungu";0,485;0,6;0,382;0,497;11,5;5,3;59;1260;791
"MWIr103";"Africa";"MWI";3524;35,5229592931081;-14,9441592372544;"Malawi";2012;"Machinga";0,447;0,592;0,376;0,401;10,2;3,5;58,5;1210;548
"MWIr104";"Africa";"MWI";8858;35,1353529288514;-14,2624412571235;"Malawi";2012;"Mangochi";0,432;0,587;0,379;0,361;9,3;3,1;58,2;1230;1021
"MWIr105";"Africa";"MWI";10385;33,6378335586854;-11,7807137108253;"Malawi";2012;"Mzimba";0,504;0,608;0,402;0,523;11,5;6,1;59,5;1430;935
"MWIr106";"Africa";"MWI";2644;34,4061272073243;-13,6712903647727;"Malawi";2012;"Salima";0,449;0,568;0,385;0,414;10,3;3,8;56,9;1280;454
"MWIr107";"Africa";"MWI";1414;35,1528780664224;-16,0932218917558;"Malawi";2012;"Thyolo";0,473;0,613;0,375;0,461;11,2;4,5;59,8;1200;687
"MWIr108";"Africa";"MWI";3391;35,4299224661625;-15,3971661467346;"Malawi";2012;"Zomba";0,49;0,604;0,399;0,489;11,6;5;59,2;1400;829
"MWIr109";"Africa";"MWI";6130;33,7068491795623;-14,0240538874277;"Malawi";2012;"Lilongwe";0,484;0,583;0,413;0,47;10,3;5,5;57,9;1540;2044
"MWIr110";"Africa";"MWI";2110;35,4991426268609;-15,8907218994377;"Malawi";2012;"Mulanje";0,455;0,547;0,385;0,448;11,2;4,1;55,5;1280;619
"MWIr111";"Africa";"MWI";29729;34,0562874271161;-10,8022910796723;"Malawi";2012;"Other northern (Chitipa, Karonga, Rumphi, Nkhata Bay)";0,522;0,657;0,398;0,542;11,9;6,3;62,7;1400;938
"MWIr112";"Africa";"MWI";24448;34,1040731946916;-13,677969178216;"Malawi";2012;"Other central (Nkhota Kota, Mchinji, Dowa, Ntchisi, Dedza, Ntcheu)";0,453;0,593;0,37;0,424;10,4;4,1;58,5;1160;3372
"MWIr113";"Africa";"MWI";13839;34,9006289119414;-15,9148531768879;"Malawi";2012;"Other southern (Balaka, Mwanza, Phalombe, Chiradzulu, Chikwawa, Nsanje, neno)";0,459;0,587;0,377;0,437;10,8;4,1;58,2;1210;2191
"MWIr114";"Africa";"MWI";10;34,7417135526934;-12,0615279759495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NAMr101";"Africa";"NAM";15430;23,8882773014849;-17,8652167051375;"Namibia";2012;"Caprivi";0,557;0,545;0,579;0,549;11,7;6,7;55,5;4610;112
"NAMr102";"Africa";"NAM";63773;15,2267104070955;-22,045298246151;"Namibia";2012;"Erongo";0,648;0,592;0,79;0,582;11,3;8;58,5;18700;158
"NAMr103";"Africa";"NAM";110973;17,3980678279227;-24,5593802414407;"Namibia";2012;"Hardap";0,613;0,62;0,752;0,494;9,8;6,7;60,3;14520;75
"NAMr104";"Africa";"NAM";160910;17,6123704834758;-26,9804137401638;"Namibia";2012;"Karas";0,632;0,612;0,75;0,55;11,1;7,3;59,8;14300;77
"NAMr105";"Africa";"NAM";36111;17,1563657072519;-22,9022681334398;"Namibia";2012;"Khomas";0,686;0,62;0,802;0,649;12,5;9;60,3;20190;403
"NAMr106";"Africa";"NAM";116075;13,9286667682934;-19,15118545152;"Namibia";2012;"Kunene";0,527;0,613;0,636;0,376;8,2;4,5;59,9;6720;67
"NAMr107";"Africa";"NAM";10683;16,8121755389768;-17,5862943989367;"Namibia";2012;"Ohangwena";0,527;0,533;0,57;0,482;11,8;4,6;54,7;4350;254
"NAMr108";"Africa";"NAM";48636;19,7306290810504;-18,3710747276468;"Namibia";2012;"Kavango";0,515;0,511;0,578;0,462;10,9;4,8;53,2;4580;222
"NAMr109";"Africa";"NAM";84837;19,476974469035;-21,8898872512126;"Namibia";2012;"Omaheke";0,551;0,606;0,662;0,417;8,9;5,1;59,4;7990;67
"NAMr110";"Africa";"NAM";26161;14,9072109042784;-18,2806930245921;"Namibia";2012;"Omusati";0,569;0,605;0,593;0,515;12,2;5,2;59,3;5070;248
"NAMr111";"Africa";"NAM";8561;15,7292519276578;-18,4178971391149;"Namibia";2012;"Oshana";0,615;0,603;0,669;0,575;12,3;7;59,2;8380;169
"NAMr112";"Africa";"NAM";38714;17,0080507968091;-18,5988084865244;"Namibia";2012;"Oshikoto";0,571;0,563;0,636;0,519;11,5;6;56,6;6740;183
"NAMr113";"Africa";"NAM";105293;18,1778591451111;-20,3156072834208;"Namibia";2012;"Otjozondjupa";0,588;0,596;0,733;0,465;9,8;5,8;58,7;12780;132
"NERr101";"Africa";"NER";625498;10,4882625895395;19,4821029247274;"Niger";2012;"Agadez";0,447;0,721;0,42;0,296;7;3;66,8;1610;347
"NERr102";"Africa";"NER";146273;13,2040961459284;15,8569335345557;"Niger";2012;"Diffa";0,335;0,721;0,387;0,135;3,5;1,2;66,8;1290;531
"NERr103";"Africa";"NER";31605;3,54004160904043;13,2083735016717;"Niger";2012;"Dosso";0,332;0,564;0,347;0,187;5,2;1,2;56,7;1000;2177
"NERr104";"Africa";"NER";38696;7,3078500195162;14,1031898048722;"Niger";2012;"Maradi";0,334;0,593;0,358;0,176;5;1,1;58,5;1070;4017
"NERr105";"Africa";"NER";91355;2,18167738087028;14,1776576700965;"Niger";2012;"Tillabery (incl Niamey)";0,441;0,623;0,42;0,327;7,5;3,6;60,5;1610;3292
"NERr106";"Africa";"NER";106682;5,24106805509081;15,7615830875608;"Niger";2012;"Tahoua";0,31;0,629;0,347;0,137;3,8;1;60,9;1000;3909
"NERr107";"Africa";"NER";146056;10,0195295805163;14,9840820716054;"Niger";2012;"Zinder";0,319;0,6;0,338;0,16;4,4;1,1;59;940;3682
"NGAr101";"Africa";"NGA";6535;7,8571631049813;4,9143870910331;"Nigeria";2012;"Akwa Ibom";0,591;0,573;0,618;0,583;11,3;8,1;57,2;5990;3719
"NGAr102";"Africa";"NGA";5254;6,94422481882356;6,18780777118494;"Nigeria";2012;"Anambra";0,622;0,563;0,68;0,628;12,2;8,7;56,6;9000;4324
"NGAr103";"Africa";"NGA";49285;9,99956800959514;10,7870707373815;"Nigeria";2012;"Bauchi";0,363;0,415;0,494;0,233;5,3;2,5;47;2630;5566
"NGAr104";"Africa";"NGA";19356;5,92635386547647;6,62993213790234;"Nigeria";2012;"Edo";0,618;0,594;0,65;0,612;11,5;8,8;58,6;7380;3077
"NGAr105";"Africa";"NGA";31950;8,74955984119566;7,29908804754327;"Nigeria";2012;"Benue";0,509;0,504;0,518;0,504;10,8;6,1;52,8;3090;5723
"NGAr106";"Africa";"NGA";70115;13,1756524261458;11,9202996722414;"Nigeria";2012;"Borno";0,407;0,558;0,542;0,224;5;2,6;56,3;3610;5934
"NGAr107";"Africa";"NGA";20669;8,56633680065721;5,85462503642728;"Nigeria";2012;"Cross River";0,556;0,552;0,559;0,557;11,2;7,3;55,9;4060;3237
"NGAr108";"Africa";"NGA";35432;12,4461858652989;9,3657627856107;"Nigeria";2012;"Adamawa";0,479;0,449;0,554;0,444;9,6;5,3;49,2;3910;3641
"NGAr109";"Africa";"NGA";4537;7,05814504729254;5,53104799072389;"Nigeria";2012;"Imo";0,573;0,497;0,633;0,599;11,7;8,2;52,3;6620;3927
"NGAr110";"Africa";"NGA";42784;7,72777664569354;10,3153941357858;"Nigeria";2012;"Kaduna";0,537;0,577;0,601;0,447;8,6;6,2;57,5;5360;8448
"NGAr111";"Africa";"NGA";20519;8,50513311952112;11,7221750345417;"Nigeria";2012;"Kano";0,442;0,46;0,562;0,334;7,9;3,4;49,9;4140;14326
"NGAr112";"Africa";"NGA";25328;7,6489216846923;12,3544772307472;"Nigeria";2012;"Katsina";0,354;0,421;0,528;0,199;4,7;2,1;47,4;3300;7116
"NGAr113";"Africa";"NGA";34096;4,36038136310793;8,98332392165347;"Nigeria";2012;"Kwara";0,606;0,621;0,638;0,561;11,3;7,4;60,4;6820;2607
"NGAr114";"Africa";"NGA";4517;3,52020571340757;6,53491429535566;"Nigeria";2012;"Lagos";0,639;0,566;0,703;0,655;11;10,5;56,8;10520;8455
"NGAr115";"Africa";"NGA";73042;5,61219037762379;9,92748246020541;"Nigeria";2012;"Niger";0,475;0,558;0,571;0,337;7,4;3,9;56,3;4370;6995
"NGAr116";"Africa";"NGA";15913;3,45809797541512;7,04164914125944;"Nigeria";2012;"Ogun";0,558;0,562;0,588;0,526;11;6,6;56,6;4890;4059
"NGAr117";"Africa";"NGA";15173;5,12420064838403;6,87961697434481;"Nigeria";2012;"Ondo";0,58;0,534;0,609;0,6;11,5;8,4;54,7;5620;3551
"NGAr118";"Africa";"NGA";27072;3,62616365329937;8,19086375121251;"Nigeria";2012;"Oyo";0,574;0,602;0,612;0,513;9,9;7,2;59,1;5760;6729
"NGAr119";"Africa";"NGA";27307;9,55090252128642;9,21873142064573;"Nigeria";2012;"Plateau";0,518;0,512;0,549;0,494;10,4;6,1;53,3;3800;3236
"NGAr120";"Africa";"NGA";6628;6,8634862613657;5,01605692379169;"Nigeria";2012;"Rivers";0,603;0,545;0,628;0,64;10,9;10,1;55,4;6400;5014
"NGAr121";"Africa";"NGA";31618;5,30893585841506;13,024823723747;"Nigeria";2012;"Sokoto";0,338;0,422;0,513;0,178;4,3;1,8;47,4;2990;4878
"NGAr122";"Africa";"NGA";5345;7,49968010517489;5,45252929367089;"Nigeria";2012;"Abia";0,573;0,498;0,631;0,6;11,5;8,4;52,3;6530;2452
"NGAr123";"Africa";"NGA";14580;6,01309316674463;5,76156449448885;"Nigeria";2012;"Delta";0,599;0,56;0,624;0,614;11,7;8,7;56,4;6230;3896
"NGAr124";"Africa";"NGA";7426;7,42617436668754;6,53418986407431;"Nigeria";2012;"Enugu";0,549;0,528;0,591;0,531;11,7;6,2;54,3;4990;3740
"NGAr125";"Africa";"NGA";23486;9,55242964496964;12,2145929425844;"Nigeria";2012;"Jigawa";0,343;0,422;0,504;0,19;4,6;1,9;47,4;2800;6031
"NGAr126";"Africa";"NGA";36147;4,49403954810726;11,784857483806;"Nigeria";2012;"Kebbi";0,354;0,449;0,51;0,194;4,6;2;49,2;2940;5676
"NGAr127";"Africa";"NGA";28128;6,6734564543489;7,72853594689539;"Nigeria";2012;"Kogi";0,581;0,599;0,592;0,552;11,5;7;58,9;5040;3270
"NGAr128";"Africa";"NGA";9643;4,54545353329182;7,53895093619708;"Nigeria";2012;"Osun";0,629;0,634;0,628;0,626;12,2;8,6;61,2;6380;3291
"NGAr129";"Africa";"NGA";60665;10,8046598393825;8,04613946422925;"Nigeria";2012;"Taraba";0,453;0,472;0,505;0,39;8,5;4,6;50,7;2830;3338
"NGAr130";"Africa";"NGA";46381;11,4479820756399;12,2828083861168;"Nigeria";2012;"Yobe";0,303;0,482;0,493;0,118;2,5;1,5;51,3;2610;4119
"NGAr131";"Africa";"NGA";9437;6,11137656787115;4,79308130864987;"Nigeria";2012;"Bayelsa";0,584;0,544;0,597;0,613;11,4;8,9;55,4;5220;1565
"NGAr132";"Africa";"NGA";5605;8,00197526885989;6,24234979235716;"Nigeria";2012;"Ebonyi";0,5;0,455;0,534;0,512;11,8;5,5;49,6;3430;3987
"NGAr133";"Africa";"NGA";5420;5,36278078063123;7,70815472762812;"Nigeria";2012;"Ekiti";0,607;0,548;0,637;0,639;12;9,2;55,6;6790;1592
"NGAr134";"Africa";"NGA";17847;11,2507304173069;10,3677503432661;"Nigeria";2012;"Gombe";0,411;0,444;0,537;0,292;6,3;3,5;48,9;3490;2678
"NGAr135";"Africa";"NGA";27496;8,15324241878291;8,48578584455416;"Nigeria";2012;"Nassarawa";0,521;0,524;0,577;0,467;10;5,7;54,1;4560;2801
"NGAr136";"Africa";"NGA";35292;6,27011835681883;12,0819237710698;"Nigeria";2012;"Zamfora";0,338;0,412;0,493;0,19;4,6;1,9;46,8;2610;5663
"NGAr137";"Africa";"NGA";6440;7,15716796195261;8,86789955805602;"Nigeria";2012;"Abuja FCT";0,65;0,584;0,7;0,671;11,4;10,7;58;10300;1417
"RWAr101";"Africa";"RWA";278;30,0833242440747;-1,94444055880431;"Rwanda";2012;"City of Kigali";0,595;0,729;0,53;0,545;11,7;6,6;67,4;3330;1129
"RWAr102";"Africa";"RWA";5922;29,6878687568148;-2,34308431823836;"Rwanda";2012;"South";0,493;0,685;0,401;0,436;11,5;3,5;64,5;1420;2634
"RWAr103";"Africa";"RWA";5568;29,2999706327164;-2,14331798404734;"Rwanda";2012;"West";0,495;0,698;0,407;0,426;11,4;3,3;65,4;1480;2576
"RWAr104";"Africa";"RWA";3338;29,8763431622878;-1,62069125617412;"Rwanda";2012;"North";0,491;0,677;0,406;0,429;11,3;3,4;64;1470;1808
"RWAr105";"Africa";"RWA";9727;30,4443847190237;-1,81658892893131;"Rwanda";2012;"East";0,479;0,636;0,414;0,417;10,9;3,4;61,4;1550;2693
"SDNr101";"Africa";"SDN";367201;29,3630595230531;19,5609480505311;"Sudan";2012;"Northern";0,602;0,745;0,717;0,409;9;4,8;68,4;11540;711
"SDNr102";"Africa";"SDN";126479;33,4632303183359;18,3219691932735;"Sudan";2012;"Nahr El Nil";0,566;0,733;0,654;0,379;8,4;4,3;67,6;7580;1290
"SDNr103";"Africa";"SDN";218748;35,7016046292533;19,8375224506379;"Sudan";2012;"Red Sea";0,49;0,683;0,539;0,319;8;2,9;64,4;3550;909
"SDNr104";"Africa";"SDN";46106;35,7513391603569;15,9916730405822;"Sudan";2012;"Kassala";0,449;0,683;0,538;0,247;6,4;2,1;64,4;3510;1781
"SDNr105";"Africa";"SDN";64178;35,2467901845117;14,1592575111748;"Sudan";2012;"Al Gedarif";0,457;0,652;0,529;0,277;6,9;2,5;62,4;3320;1723
"SDNr106";"Africa";"SDN";20562;32,7924274260736;15,8224497718523;"Sudan";2012;"Khartoum";0,619;0,731;0,718;0,451;9,5;5,6;67,5;11630;5249
"SDNr107";"Africa";"SDN";23923;33,3739863174569;14,5867407779831;"Sudan";2012;"Al Gezira";0,541;0,713;0,639;0,347;8;3,7;66,4;6890;5520
"SDNr108";"Africa";"SDN";41297;32,3512706876185;13,4181787200643;"Sudan";2012;"White Nile";0,494;0,666;0,574;0,315;7,6;3,1;63,3;4470;1804
"SDNr109";"Africa";"SDN";41263;34,0595001096269;12,8930500404494;"Sudan";2012;"Sinnar";0,484;0,698;0,568;0,287;7;2,8;65,4;4300;1389
"SDNr110";"Africa";"SDN";36256;34,1314061941682;11,2437646949106;"Sudan";2012;"Blue Nile";0,411;0,567;0,543;0,225;5,8;1,9;56,9;3630;1360
"SDNr111";"Africa";"SDN";302309;29,2549150892523;13,6983077425463;"Sudan";2012;"North Kordofan";0,453;0,7;0,509;0,261;6,7;2,3;65,5;2900;2896
"SDNr112";"Africa";"SDN";79338;30,8180729267668;11,275210572391;"Sudan";2012;"South Kordofan";0,43;0,643;0,504;0,245;6,4;2;61,8;2810;2381
"SDNr113";"Africa";"SDN";318482;25,5614129181907;16,1880563305952;"Sudan";2012;"North Darfur";0,481;0,708;0,497;0,317;8,2;2,7;66;2690;2508
"SDNr114";"Africa";"SDN";59683;23,1228171347615;12,8071497410214;"Sudan";2012;"West Darfur";0,431;0,662;0,48;0,251;6,8;1,8;63,1;2400;1279
"SDNr115";"Africa";"SDN";134349;25,2740131057567;10,9248422340823;"Sudan";2012;"South Darfur";0,44;0,635;0,491;0,273;6,9;2,5;61,3;2580;4358
"SENr101";"Africa";"SEN";676;-17,2777691389098;14,7455764154201;"Senegal";2012;"Dakar";0,602;0,757;0,599;0,48;11,1;5,2;69,2;5290;2604
"SENr102";"Africa";"SEN";6762;-16,3440829826443;12,7549670523989;"Senegal";2012;"Ziguinchor";0,591;0,767;0,456;0,591;15,4;4,9;69,8;2050;505
"SENr103";"Africa";"SEN";4414;-16,1034604376285;14,7495740131514;"Senegal";2012;"Diourbel";0,344;0,641;0,487;0,13;3,7;0,8;61,7;2510;1379
"SENr104";"Africa";"SEN";47855;-14,2777688204178;15,5952254383784;"Senegal";2012;"Saint Louis";0,491;0,753;0,479;0,329;9,5;1,9;69;2380;1662
"SENr105";"Africa";"SEN";60596;-12,9215651099749;13,6062646021517;"Senegal";2012;"Tambacounda";0,369;0,651;0,395;0,195;5,9;0,9;62,3;1360;883
"SENr106";"Africa";"SEN";17214;-15,38236747679;14,1492665410578;"Senegal";2012;"Kaolack";0,449;0,707;0,467;0,275;8,1;1,5;66;2200;1514
"SENr107";"Africa";"SEN";7299;-16,7755003840326;14,8073870847382;"Senegal";2012;"Thies";0,493;0,7;0,512;0,335;9,6;2,1;65,5;2960;2052
"SENr108";"Africa";"SEN";25100;-15,5724431697431;15,4413920893312;"Senegal";2012;"Louga";0,444;0,751;0,467;0,251;7,2;1,5;68,8;2200;915
"SENr109";"Africa";"SEN";6567;-16,3441308964108;14,1353883445894;"Senegal";2012;"Fatick";0,502;0,703;0,466;0,387;11,3;2,2;65,7;2190;675
"SENr110";"Africa";"SEN";22463;-14,7895066678284;12,9961048485071;"Senegal";2012;"Kolda";0,422;0,601;0,392;0,32;9,7;1,5;59,1;1340;1043
"SLEr101";"Africa";"SLE";8214;-12,1519224145277;9,31575627733528;"Sierra Leone";2012;"Bombali";0,453;0,628;0,393;0,378;10,1;2,9;60,8;1350;571
"SLEr102";"Africa";"SLE";2878;-12,838329375635;9,14228576075923;"Sierra Leone";2012;"Kambia";0,383;0,608;0,383;0,241;7;1,4;59,5;1270;355
"SLEr103";"Africa";"SLE";11222;-11,3340544837244;9,44842727710506;"Sierra Leone";2012;"Koinadugu";0,343;0,513;0,354;0,221;6,7;1;53,4;1040;348
"SLEr104";"Africa";"SLE";5317;-12,7266964105964;8,72094236532452;"Sierra Leone";2012;"Port Loko";0,397;0,553;0,38;0,297;7,8;2,4;56;1240;788
"SLEr105";"Africa";"SLE";7498;-11,8899789890327;8,6577424724194;"Sierra Leone";2012;"Tonkolili";0,386;0,522;0,375;0,294;8,1;2;53,9;1190;646
"SLEr106";"Africa";"SLE";4327;-10,7242238880562;8,10912333642527;"Sierra Leone";2012;"Kailahun";0,399;0,55;0,359;0,322;8,6;2,5;55,7;1070;425
"SLEr107";"Africa";"SLE";6540;-11,2057216177267;7,93746889273214;"Sierra Leone";2012;"Kenema";0,405;0,517;0,397;0,323;8,1;2,9;53,6;1380;681
"SLEr108";"Africa";"SLE";5417;-10,898711754974;8,72465139922861;"Sierra Leone";2012;"Kono";0,399;0,549;0,373;0,31;8,3;2,4;55,7;1180;393
"SLEr109";"Africa";"SLE";5185;-11,7134712471003;7,97066367441397;"Sierra Leone";2012;"Bo";0,43;0,543;0,401;0,365;9,2;3,3;55,3;1420;575
"SLEr110";"Africa";"SLE";3147;-12,2101105506352;7,48206236165543;"Sierra Leone";2012;"Bonthe";0,4;0,67;0,366;0,262;6,6;2,4;63,5;1130;269
"SLEr111";"Africa";"SLE";7072;-12,4496999030782;8,03622727685485;"Sierra Leone";2012;"Moyamba";0,374;0,528;0,357;0,277;7,3;2,2;54,3;1060;346
"SLEr112";"Africa";"SLE";4205;-11,5618533053435;7,29457332971074;"Sierra Leone";2012;"Pujehun";0,359;0,517;0,377;0,238;6,5;1,7;53,6;1210;284
"SLEr113";"Africa";"SLE";414;-13,091087352942;8,35373755959149;"Sierra Leone";2012;"Western Rural";0,481;0,533;0,457;0,456;9,8;5,5;54,6;2060;202
"SLEr114";"Africa";"SLE";0;-13,2400163541908;8,42480810685182;"Sierra Leone";2012;"Western Urban";0,572;0,578;0,541;0,598;10,9;8,8;57,6;3590;906
"SOMr101";"Africa";"SOM";28635;44,5786370800398;9,87716044118206;"Somalia";2012;"W Galbeed";0,406;0,497;0,413;0,325;2,3;7,8;52,3;1540;1369
"SOMr102";"Africa";"SOM";15765;43,3896706325711;10,5533541425568;"Somalia";2012;"Awdal";0,354;0,695;0,331;0,194;1,6;4,5;65,1;890;487
"SOMr103";"Africa";"SOM";53634;47,6662846356268;10,2951443161006;"Somalia";2012;"Sanaag";0,396;0,619;0,339;0,296;2,3;6,9;60,2;940;451
"SOMr104";"Africa";"SOM";39059;47,5093930525865;8,96281861996378;"Somalia";2012;"Sool";0,297;0,568;0,298;0,155;1,3;3,6;56,9;720;262
"SOMr105";"Africa";"SOM";32484;45,7061333461925;9,09865009706744;"Somalia";2012;"Togdhere";0,282;0,458;0,277;0,178;1,7;3,9;49,7;630;587
"SOMr106";"Africa";"SOM";58703;48,1377524869427;6,37174156774139;"Somalia";2012;"Mudug";0,33;0,531;0,334;0,202;1,9;4,5;54,5;920;529
"SOMr107";"Africa";"SOM";28361;48,903517425504;8,11141855374027;"Somalia";2012;"Nugal";0,332;0,519;0,315;0,224;2,1;5;53,8;800;264
"SOMr108";"Africa";"SOM";68650;50,0467858937826;10,2222533809251;"Somalia";2012;"Bari";0,38;0,545;0,377;0,268;2;6,4;55,4;1210;502
"SOMr109";"Africa";"SOM";26685;43,9333567018201;4,19013157646249;"Somalia";2012;"Bakool";0,257;0,47;0,256;0,141;1,5;3;50,6;540;500
"SOMr110";"Africa";"SOM";44382;43,5611177650815;2,64287616803649;"Somalia";2012;"Bay";0,256;0,432;0,265;0,147;1,7;3;48;580;963
"SOMr111";"Africa";"SOM";44501;41,9490241986686;2,86342663228057;"Somalia";2012;"Gedo";0,288;0,488;0,282;0,174;1,8;3,7;51,7;650;576
"SOMr112";"Africa";"SOM";19009;42,539221449235;1,21896802136568;"Somalia";2012;"Middle Juba";0,203;0,556;0,262;0,057;0,3;1,4;56,1;570;355
"SOMr113";"Africa";"SOM";34686;45,4940807415982;4,22189376524776;"Somalia";2012;"Hiran";0,255;0,709;0,28;0,084;0,8;1,8;66,1;640;516
"SOMr114";"Africa";"SOM";17971;46,0111243068218;3,02240310817854;"Somalia";2012;"Middle Shabelle";0,277;0,519;0,297;0,138;1,6;2,8;53,7;710;900
"SOMr115";"Africa";"SOM";26150;44,3476312371053;1,91351603792726;"Somalia";2012;"Lower Shabelle";0,283;0,408;0,295;0,187;1,5;4,3;46,5;710;1348
"SOMr116";"Africa";"SOM";188;45,4199763658517;2,10717852689104;"Somalia";2012;"Banadir";0,408;0,438;0,431;0,36;2,5;8,7;48,5;1730;1601
"SOMr117";"Africa";"SOM";48617;46,7806823914691;5,10613767949776;"Somalia";2012;"Galguduud";0,244;0,475;0,274;0,111;1,1;2,4;50,9;610;598
"SOMr118";"Africa";"SOM";47801;41,8004675421822;0,0850791191042047;"Somalia";2012;"Lower Juba";0,261;0,411;0,266;0,162;1,5;3,6;46,7;580;632
"SSDr101";"Africa";"SSD";78127;32,7953923202644;9,89641944536833;"South Sudan";2012;"Upper Nile";0,416;0,58;0,306;0,407;7,2;6,2;57,7;760;1292
"SSDr102";"Africa";"SSD";122601;32,319094394922;7,38529867195392;"South Sudan";2012;"Jonglei";0,328;0,648;0,273;0,199;2,8;3,6;62,2;610;1562
"SSDr103";"Africa";"SSD";35966;29,8605064380774;8,93665097717484;"South Sudan";2012;"Unity";0,337;0,675;0,288;0,197;2,3;4;63,9;670;758
"SSDr104";"Africa";"SSD";39312;28,6045799914667;8,03962508967933;"South Sudan";2012;"Warrap";0,304;0,521;0,269;0,2;3,1;3,4;53,8;590;1450
"SSDr105";"Africa";"SSD";32202;27,1236554923954;8,91748034520623;"South Sudan";2012;"Northern Bahr El Ghazal";0,301;0,469;0,276;0,211;3,4;3,5;50,5;620;996
"SSDr106";"Africa";"SSD";84717;26,107626091629;8,26285608413037;"South Sudan";2012;"Western Bahr El Ghazal";0,408;0,545;0,302;0,411;6,5;7;55,4;740;405
"SSDr107";"Africa";"SSD";43248;29,9314304840384;6,65488624631397;"South Sudan";2012;"Lakes";0,34;0,61;0,303;0,213;3,1;3,8;59,6;740;848
"SSDr108";"Africa";"SSD";80798;28,7008779730375;5,55739068850152;"South Sudan";2012;"Western Equatoria";0,421;0,529;0,301;0,468;8,2;7,3;54,4;730;832
"SSDr109";"Africa";"SSD";42751;31,218846940033;4,76960812121222;"South Sudan";2012;"Central Equatoria";0,453;0,514;0,316;0,571;9,5;9,2;53,4;810;1402
"SSDr110";"Africa";"SSD";69031;33,5374491512061;4,92104351130224;"South Sudan";2012;"Eastern Equatoria";0,363;0,507;0,269;0,349;5,5;5,9;52,9;590;1157
"STPr101";"Africa";"STP";106;6,67875733108687;0,31652614345878;"Sao Tome & Principe";2012;"Regiao Centro";0,581;0,707;0,556;0,499;10,9;5,9;66;3970;120
"STPr102";"Africa";"STP";144;6,60977505215118;0,230137961584771;"Sao Tome & Principe";2012;"Regiao Sul";0,525;0,72;0,477;0,421;10;4,3;66,8;2350;24
"STPr103";"Africa";"STP";201;6,55620329484903;0,280405015866703;"Sao Tome & Principe";2012;"Regiao Norte";0,52;0,682;0,489;0,422;9,9;4,4;64,3;2540;38
"STPr104";"Africa";"STP";70;7,38921232075429;1,59865728995546;"Sao Tome & Principe";2012;"Regiao do Principe";0,566;0,713;0,52;0,488;11,1;5,4;66,3;3120;8
"SWZr101";"Africa";"SWZ";3656;31,3595289189826;-26,1134183893706;"Eswatini";2012;"Hhohho";0,553;0,506;0,661;0,505;12,6;4,7;52,9;7960;286
"SWZr102";"Africa";"SWZ";3023;31,2446506596074;-26,5538234950956;"Eswatini";2012;"Manzini";0,535;0,446;0,667;0,515;12,5;5;49;8290;372
"SWZr103";"Africa";"SWZ";3835;31,4590191961821;-27,0381223023639;"Eswatini";2012;"Shiselweni";0,503;0,427;0,602;0,495;13,2;3,9;47,8;5380;233
"SWZr104";"Africa";"SWZ";5406;31,8382769176112;-26,556141677353;"Eswatini";2012;"Lubombo";0,514;0,458;0,629;0,471;12,5;3,7;49,8;6450;220
"TCDr101";"Africa";"TCD";211;15,0149434779606;12,1338962155782;"Chad";2012;"Zone 1 (N'Djamena)";0,52;0,484;0,58;0,5;11,7;5,3;51,4;4650;1266
"TCDr102";"Africa";"TCD";716240;18,5912957255374;18,0594102680642;"Chad";2012;"Zone 2 (Borkou, Ennedi, Tibesti, Kanem, Barh El Gazal, Lac)";0,291;0,515;0,428;0,112;3,5;0,4;53,5;1700;1408
"TCDr103";"Africa";"TCD";220699;19,3112171184977;12,3104931641093;"Chad";2012;"Zone 3 (Guera, Batha, Salamat)";0,318;0,495;0,407;0,16;4,9;0,7;52,2;1480;1646
"TCDr104";"Africa";"TCD";120802;21,4017497614144;13,7934674675053;"Chad";2012;"Zone 4 (Ouaddai, Assongha, Sila, Biltine - Wadi Fira)";0,292;0,572;0,397;0,11;3,5;0,4;57,2;1380;1454
"TCDr105";"Africa";"TCD";77216;16,2883718125317;11,7570070563945;"Chad";2012;"Zone 5 (Chari-Baguimi, Dababa, Baguirmi, Hadjer Lamis)";0,28;0,455;0,431;0,112;3,3;0,6;49,6;1740;1341
"TCDr106";"Africa";"TCD";30265;15,2039607990411;9,8289856106253;"Chad";2012;"Zone 6 (Mayo-Kebbi Est and Ouest)";0,409;0,466;0,413;0,356;10;2,4;50,3;1530;1612
"TCDr107";"Africa";"TCD";49002;16,3104687102801;8,77024794693993;"Chad";2012;"Zone 7 (Logone Occidental & Oriental, Monts de Lam, Tandjile Est & Ouest)";0,399;0,421;0,41;0,368;10,2;2,5;47,3;1510;2466
"TCDr108";"Africa";"TCD";59939;18,3112338058637;9,21692977127644;"Chad";2012;"Zone 8 (Mandoul, Moyen-Chari, Bahr Koh, Lac Iro)";0,412;0,458;0,411;0,371;10,2;2,6;49,8;1520;1560
